Country,CountryCode,Year,PrimaryEnrol_3,NatIncome_5,IncomeCapita_7,AgriLand_9,AirFreight_14,AirPassengers_15,PriceIndex_24,HlthExCapita_33,DepIntRate_35,kWhCapita_45,GDP_65,GDPCapita_67,Inflation_83,Labor_89,LandArea_90,LenIntRate_91,MfgValGDP_96,Population_110,ServicesAdd_130,TaxGDP%_135,Developed,Global North/South
France,FRA,1985,94.88,"463,759,000,000","8,186","314,420","2,873","24,491,900",61.28,,6.25,"5,259","553,138,000,000","9,763",5.83,,"547,566",,17.32,"56,654,703",60.06,19.65,1,Global North
France,FRA,1986,97.61,"653,403,000,000","11,468","313,950","3,080","25,211,400",62.83,,5,"5,510","771,471,000,000","13,540",2.54,,"547,566",,16.93,"56,976,126",60.56,19.66,1,Global North
France,FRA,1987,99.89,"793,840,000,000","13,853","313,530","3,386","27,950,200",64.9,,4.5,"5,652","934,173,000,000","16,302",3.29,,"547,566",,16.51,"57,302,642",61.07,19.87,1,Global North
France,FRA,1988,99.85,"870,058,000,000","15,098","308,300","3,682","30,667,300",66.65,,4.5,"5,738","1,018,850,000,000","17,680",2.7,,"547,566",,16.38,"57,627,106",61.3,19.21,1,Global North
France,FRA,1989,99.86,"869,818,000,000","15,012","307,409","3,819","33,975,500",68.98,,4.5,"5,860","1,025,210,000,000","17,694",3.5,,"547,566",,16.18,"57,940,199",61.84,18.91,1,Global North
France,FRA,1990,99.92,"1,071,600,000,000","18,401","305,928","3,996","35,963,900",71.19,,4.5,"5,969","1,269,180,000,000","21,794",3.19,"25,993,309","547,566",,16.21,"58,235,716",61.99,18.73,1,Global North
France,FRA,1991,99.99,"1,067,320,000,000","18,226","304,849","3,779","33,127,800",73.48,,4.5,"6,360","1,269,280,000,000","21,675",3.21,"25,993,428","547,566",,15.92,"58,559,309",62.82,18.92,1,Global North
France,FRA,1992,99.22,"1,187,640,000,000","20,180","303,843","3,841","33,963,900",75.21,,4.5,"6,476","1,401,470,000,000","23,814",2.36,"26,228,488","547,566",,15.59,"58,851,216",63.58,18.47,1,Global North
France,FRA,1993,97.83,"1,119,260,000,000","18,936","302,913","3,717","35,625,600",76.8,,4.5,"6,453","1,322,820,000,000","22,380",2.1,"26,356,175","547,566",,15.06,"59,106,758",64.84,18.38,1,Global North
France,FRA,1994,97.79,"1,180,380,000,000","19,896","302,049","4,386","38,170,400",78.07,,4.5,"6,530","1,393,980,000,000","23,497",1.66,"26,442,844","547,566",,14.69,"59,327,200",64.95,19.08,1,Global North
France,FRA,1995,98.94,"1,361,590,000,000","22,868","301,502","4,578","36,020,400",79.47,,4.5,"6,622","1,601,090,000,000","26,890",1.8,"26,553,485","547,566",,14.88,"59,541,904",64.77,19.46,1,Global North
France,FRA,1996,99.95,"1,370,490,000,000","22,936","300,963","4,843","41,252,600",81.04,,3.67,"6,905","1,605,680,000,000","26,872",1.98,"26,846,032","547,566",,14.48,"59,753,095",65.11,20.39,1,Global North
France,FRA,1997,99.94,"1,247,010,000,000","20,796","300,396","5,132","43,400,700",82.02,,3.5,"6,833","1,452,880,000,000","24,229",1.2,"26,827,849","547,566",,14.67,"59,964,841",65.4,21.1,1,Global North
France,FRA,1998,,"1,293,110,000,000","21,485","299,800","4,774","42,232,400",82.55,,3.21,"7,016","1,503,110,000,000","24,974",0.65,"26,976,871","547,566",,14.67,"60,186,284",65.49,23.03,1,Global North
France,FRA,1999,96.57,"1,293,610,000,000","21,383","299,291","4,968","49,536,300",83,,2.69,"7,149","1,493,150,000,000","24,682",0.54,"27,304,722","547,566",,14.44,"60,496,708",65.89,23.63,1,Global North
France,FRA,2000,96.19,"1,171,110,000,000","19,226","298,074","5,224","52,581,312",84.39,"2,161.85",2.63,"7,225","1,365,640,000,000","22,420",1.68,"27,513,438","547,567",,14.48,"60,912,500",66.31,23.39,1,Global North
France,FRA,2001,96.09,"1,185,740,000,000","19,325","297,133","4,825","50,476,541",85.77,"2,192.72",3,"7,342","1,377,660,000,000","22,453",1.63,"27,637,511","547,567",,14.03,"61,357,432",66.93,23.37,1,Global North
France,FRA,2002,96.05,"1,275,990,000,000","20,645","296,107","5,030","49,305,864",87.42,"2,449.76",3,"7,299","1,501,410,000,000","24,293",1.92,"27,980,235","547,567",,13.59,"61,805,266",67.41,22.57,1,Global North
France,FRA,2003,95.82,"1,568,070,000,000","25,192","295,346","5,067","47,258,820",89.25,"3,006.31",2.69,"7,530","1,844,540,000,000","29,634",2.1,"28,562,456","547,867",,13.09,"62,244,880",68.06,22.12,1,Global North
France,FRA,2004,95.79,"1,812,170,000,000","28,900","294,584","5,584","48,543,473",91.16,"3,458.63",2.25,"7,661","2,119,630,000,000","33,803",2.14,"28,723,060","547,567",,12.68,"62,704,901",68.17,22.16,1,Global North
France,FRA,2005,99.23,"1,873,710,000,000","29,657","293,904","5,802","52,477,178",92.76,"3,575.03",2.15,"7,653","2,196,950,000,000","34,773",1.75,"28,960,856","547,557",,12.25,"63,179,356",68.53,22.3,1,Global North
France,FRA,2006,99.26,"1,977,610,000,000","31,084","293,127","6,135","59,537,872",94.31,"3,811.55",2.44,"7,540","2,320,540,000,000","36,474",1.68,"29,121,837","547,557",,11.73,"63,621,376",68.72,22.58,1,Global North
France,FRA,2007,99.18,"2,268,680,000,000","35,439","292,061","6,425","61,551,258",95.71,"4,312.31",2.85,"7,514","2,660,590,000,000","41,561",1.49,"29,370,122","547,557",,11.63,"64,016,227",69.01,22.12,1,Global North
France,FRA,2008,98.75,"2,478,370,000,000","38,499","291,101","6,188","61,214,656",98.41,"4,807.37",3.67,"7,643","2,930,300,000,000","45,519",2.81,"29,578,964","547,557",,11.1,"64,374,979",69.65,22.01,1,Global North
France,FRA,2009,98.39,"2,269,270,000,000","35,070","290,199","6,625","58,318,312",98.49,"4,737.58",1.92,"7,338","2,700,890,000,000","41,740",0.09,"29,841,513","547,557",,10.59,"64,707,035",70.75,20.7,1,Global North
France,FRA,2010,98.02,"2,231,200,000,000","34,312","289,263","5,080","60,864,422",100,"4,592.38",1.46,"7,735","2,645,190,000,000","40,678",1.53,"29,956,981","547,557",,10.33,"65,027,505",70.65,21.95,1,Global North
France,FRA,2011,99.04,"2,429,480,000,000","37,181","288,786","5,069","64,185,339",102.11,"4,931.88",2.08,"7,233","2,865,160,000,000","43,848",2.11,"29,965,384","547,557",,10.4,"65,342,789",70.18,21.82,1,Global North
France,FRA,2012,98.92,"2,256,570,000,000","34,368","288,448","4,626","64,683,769",104.11,"4,644.60",2.25,"7,363","2,683,670,000,000","40,872",1.95,"30,223,508","547,557",,10.36,"65,659,814",70.28,22.53,1,Global North
France,FRA,2013,98.91,"2,363,340,000,000","35,809","287,737","4,327","63,925,151",105.01,"4,893.48",1.6,"7,368","2,811,880,000,000","42,605",0.86,"30,370,293","547,557",,10.35,"65,998,685",70.3,23.21,1,Global North
France,FRA,2014,98.15,"2,395,990,000,000","36,132","287,665","4,151","63,434,263",105.54,"4,982.99",1.15,"6,940","2,855,960,000,000","43,069",0.51,"30,352,088","547,557",,10.28,"66,312,067",70.35,23.16,1,Global North
France,FRA,2015,99,"2,054,910,000,000","30,878","287,269","4,098","65,039,503",105.58,"4,201.56",0.9,,"2,439,190,000,000","36,653",0.04,"30,433,066","547,557",,10.43,"66,548,272",70.21,23.2,1,Global North
France,FRA,2016,99.37,"2,077,290,000,000","31,133","287,180","4,155","65,362,743",105.77,"4,257.15",0.76,,"2,472,960,000,000","37,063",0.18,"30,449,775","547,557",,10.28,"66,724,104",70.51,23.06,1,Global North
France,FRA,2017,99.47,"2,182,930,000,000","32,621","286,975","4,261","68,316,473",106.86,"4,402.08",0.79,,"2,595,150,000,000","38,781",1.03,"30,490,320","547,557",,10.14,"66,918,020",70.29,23.63,1,Global North
France,FRA,2018,,"2,342,260,000,000","34,906","286,601","4,444","70,188,028",108.84,"4,657.75",,,"2,790,960,000,000","41,593",1.85,"30,620,365","547,557",,9.97,"67,101,930",70.1,24.17,1,Global North
France,FRA,2019,,"2,286,390,000,000","33,999","286,212","4,523","71,289,277",110.05,"4,491.74",,,"2,728,870,000,000","40,579",1.11,"30,551,690","547,557",,10.01,"67,248,926",70.04,24.51,1,Global North
France,FRA,2020,,"2,140,780,000,000","31,772","285,538","2,468","24,956,343",110.57,,,,"2,630,320,000,000","39,037",0.48,"30,255,910","547,557",,9.39,"67,379,908",71.16,24.78,1,Global North
France,FRA,2021,,,,,,,112.39,,,,"2,937,470,000,000","43,519",1.64,"30,972,593",,,9.18,"67,499,343",70.16,,1,Global North
Germany,DEU,1972,,"258,586,000,000","3,286","189,490",657,"7,919,100",35.31,,,"4,336","299,802,000,000","3,810",5.48,,"349,130",,,"78,688,452",,10.78,1,Global North
Germany,DEU,1973,,"343,010,000,000","4,345","188,970",827,"7,371,300",37.79,,,"4,655","398,374,000,000","5,047",7.03,,"349,130",,,"78,936,666",,10.92,1,Global North
Germany,DEU,1974,,"380,793,000,000","4,822","188,210",941,"8,886,900",40.43,,,"4,803","445,303,000,000","5,639",6.99,,"349,130",,,"78,967,433",,10.48,1,Global North
Germany,DEU,1975,,"417,841,000,000","5,311","187,920",921,"9,369,200",42.82,,,"4,744","490,637,000,000","6,236",5.91,,"349,130",,,"78,673,554",,10.04,1,Global North
Germany,DEU,1976,,"443,207,000,000","5,658","187,580","1,041","10,418,600",44.64,,,"5,147","519,754,000,000","6,635",4.25,,"349,130",,,"78,336,950",,10.17,1,Global North
Germany,DEU,1977,,"511,425,000,000","6,543","187,090","1,204","10,907,500",46.3,,,"5,285","600,498,000,000","7,683",3.73,,"349,130",,,"78,159,814",,10.49,1,Global North
Germany,DEU,1978,,"634,166,000,000","8,121","186,590","1,345","11,709,800",47.56,,,"5,575","740,470,000,000","9,482",2.72,,"349,130",,,"78,091,820",,10.49,1,Global North
Germany,DEU,1979,,"750,538,000,000","9,607","185,940","1,514","12,843,900",49.48,,,"5,786","881,345,000,000","11,281",4.04,,"349,130",,,"78,126,350",,10.38,1,Global North
Germany,DEU,1980,,"803,962,000,000","10,269","185,190","1,506","13,046,400",52.18,,,"5,797","950,291,000,000","12,138",5.44,,"349,130",,,"78,288,576",,10.28,1,Global North
Germany,DEU,1981,,"670,239,000,000","8,548","184,610","1,495","12,964,400",55.49,,,"5,832","800,472,000,000","10,209",6.34,,"349,130",,,"78,407,907",,10.06,1,Global North
Germany,DEU,1982,,"647,354,000,000","8,264","183,960","1,592","12,755,000",58.4,,,"5,822","776,576,000,000","9,914",5.24,,"349,130",,,"78,333,366",,9.79,1,Global North
Germany,DEU,1983,,"644,856,000,000","8,254","183,300","1,941","13,099,900",60.32,,,"5,965","770,684,000,000","9,864",3.29,,"349,130",,,"78,128,282",,9.75,1,Global North
Germany,DEU,1984,,"609,668,000,000","7,830","182,840","2,236","14,051,800",61.77,,,"6,240","725,111,000,000","9,313",2.41,,"349,130",,,"77,858,685",,10.19,1,Global North
Germany,DEU,1985,,"616,626,000,000","7,938","182,440","2,379","14,551,300",63.05,,,"6,449","732,535,000,000","9,430",2.07,,"349,130",,,"77,684,873",,10.2,1,Global North
Germany,DEU,1986,,"877,923,000,000","11,296","182,080","2,827","15,174,000",62.96,,,"6,530","1,046,260,000,000","13,462",-0.13,,"349,130",,,"77,720,436",,9.94,1,Global North
Germany,DEU,1987,,"1,085,720,000,000","13,948","181,250","3,248","17,011,400",63.12,,,"6,666","1,298,180,000,000","16,678",0.25,,"349,130",,,"77,839,920",,10.08,1,Global North
Germany,DEU,1988,,"1,181,950,000,000","15,125","180,970","3,470","17,894,900",63.93,,,"6,776","1,401,230,000,000","17,931",1.27,,"349,130",,,"78,144,619",,9.82,1,Global North
Germany,DEU,1989,,"1,183,030,000,000","15,022","180,560","3,840","19,056,900",65.7,,,"6,835","1,398,970,000,000","17,764",2.78,,"349,130",,,"78,751,283",,10.25,1,Global North
Germany,DEU,1990,,"1,504,110,000,000","18,936","180,320","3,994","22,146,900",67.48,,,"6,640","1,771,670,000,000","22,304",2.7,"38,750,231","349,130",,,"79,433,029",,9.83,1,Global North
Germany,DEU,1991,,"1,577,760,000,000","19,719","171,360","4,109","24,829,500",70.21,,,"6,565","1,868,950,000,000","23,358",4.05,"39,906,285","349,130",,24.85,"80,013,896",56.37,11.63,1,Global North
Germany,DEU,1992,,"1,792,110,000,000","22,228","169,510","4,288","27,577,800",73.76,,,"6,446","2,131,570,000,000","26,438",5.06,"39,705,995","349,130",,23.38,"80,624,598",57.38,11.75,1,Global North
Germany,DEU,1993,,"1,721,940,000,000","21,218","171,620","4,640","29,362,600",77.06,,,"6,288","2,071,320,000,000","25,523",4.47,"39,658,638","349,120",,21.32,"81,156,363",59.15,11.46,1,Global North
Germany,DEU,1994,,"1,829,520,000,000","22,465","173,080","5,373","32,465,300",79.13,,,"6,245","2,205,070,000,000","27,077",2.69,"39,676,486","349,110",,20.8,"81,438,348",59.1,11.68,1,Global North
Germany,DEU,1995,,"2,156,440,000,000","26,402","173,430","5,836","34,680,100",80.48,,,"6,328","2,585,790,000,000","31,658",1.71,"39,479,387","349,100",,20.54,"81,678,051",59.84,11.48,1,Global North
Germany,DEU,1996,,"2,086,540,000,000","25,472","173,370","6,036","40,118,400",81.65,,,"6,403","2,497,240,000,000","30,486",1.45,"39,579,720","349,090",,20.06,"81,914,831",60.75,10.9,1,Global North
Germany,DEU,1997,,"1,842,730,000,000","22,463","173,270","6,184","45,804,500",83.23,,,"6,428","2,211,990,000,000","26,964",1.94,"39,718,192","349,050",,20.23,"82,034,771",61.11,10.73,1,Global North
Germany,DEU,1998,,"1,859,120,000,000","22,659","173,730","6,234","49,279,800",83.99,,,"6,479","2,238,990,000,000","27,289",0.91,"39,766,710","349,020",,20.41,"82,047,195",61.28,10.83,1,Global North
Germany,DEU,1999,86.87,"1,816,320,000,000","22,123","171,520","6,611","54,652,800",84.48,,,"6,505","2,194,950,000,000","26,735",0.59,"39,979,495","348,980",,19.99,"82,100,243",61.54,11.51,1,Global North
Germany,DEU,2000,86.46,"1,601,490,000,000","19,480","170,680","7,128","57,962,865",85.7,"2,344.35",,"6,635","1,947,980,000,000","23,695",1.44,"39,835,215","348,950",,20.55,"82,211,508",61.46,11.71,1,Global North
Germany,DEU,2001,82.94,"1,600,350,000,000","19,434","170,340","7,026","56,389,365",87.4,"2,346.61",,"6,763","1,945,790,000,000","23,628",1.98,"40,000,504","348,900",,20.34,"82,349,925",62.18,10.96,1,Global North
